,Title,Category,Room Count,Floor,Area,Updated At,Price,Location
367,YENİBOSNA ÇOBANÇEŞME DE 2+1 KREDİYE UYGUN DAİRE,homeDaire,weekend2+1,layers3. Kat,texture80 m2,event19 Ağustos,2.650.000 TL,İstanbul - Bahçelievler - Çobançeşme Mh.
368,Mertcan'dan Esenler Mah. Caddeye 1dk Yürüme Mesafeli 2+1 Daire,homeDaire,weekend2+1,layersKot 1 (-1). Kat,texture95 m2,event19 Ağustos,1.860.000 TL,İstanbul - Pendik - Esenler Mh.
369,ÇATALCA GÖKÇEALİDE 350 M2 ÜZERİNE KURULU MÜSTAKİL EV,homeMüstakil Ev,weekend2+1,N/A,texture60 m2,event19 Ağustos,3.450.000 TL,İstanbul - Çatalca - Gökçeali Mh.
370,satilik daire,homeDaire,weekend3+1,layers5. Kat,texture110 m2,event20 Ağustos,5.950.000 TL,İstanbul - Bağcılar - Yenimahalle Mh.
371,Bağcılar Kirazlı Metrosuna Yakın Tadilatlı Fırsat Daire,homeDaire,weekend1+1,layersYüksek giriş,texture80 m2,event19 Ağustos,1.450.000 TL,İstanbul - Bağcılar - Kirazlı Mh.
372,Bağcılar Fatih Mahallesinde Bakımlı 145 m2 Satılık Daire,homeDaire,weekend2+1,layers5. Kat,texture155 m2,event19 Ağustos,2.350.000 TL,İstanbul - Bağcılar - Fatih Mh.
373,ŞAHANE YAPI'DAN 3+1 MERKEZİ KONUM'DA ACİL SATILIK DAİRE!!!,homeDaire,weekend3+1,layers2. Kat,texture135 m2,event19 Ağustos,2.790.000 TL,İstanbul - Esenyurt - Balıkyolu Mh.
374,ARNAVUTKÖY MERKEZDE SATILIK ARAKAT DAİRE,homeDaire,weekend3+1,layers2. Kat,texture130 m2,event19 Ağustos,3.500.000 TL,İstanbul - Arnavutköy - Arnavutköy Merkez Mh.
375,SAHİBİNDEN MERKEZE YAKIN ARA KAT KUPON DAİRE,homeDaire,weekend2+1,layers2. Kat,texture100 m2,event19 Ağustos,2.600.000 TL,İstanbul - Arnavutköy - İslambey Mh.
376,"AVRUPA EMLAK TAN NİNE HATUN MAH 60 M²1+1 BAHÇE KAT,AMERİKAN MUTFA",homeDaire,weekend1+1,layersBahçe katı,texture60 m2,event19 Ağustos,1.795.000 TL,İstanbul - Esenler - Nine Hatun Mh.
377,PAPATYA RESİDENCE 1 'DE KONUTA OFİSE UYGUN KİRACISIZ 1+1,homeResidence,weekend1+1,layers13. Kat,texture106 m2,event19 Ağustos,3.000.000 TL,İstanbul - Esenyurt - Barbaros Hayrettin Paşa Mh.
378,mukadder selimden b köy k tepe dost sok. 3 kat 9.10 yıllık 140m2,homeDaire,weekend3+1,layers3. Kat,texture140 m2,event19 Ağustos,11.500.000 TL,İstanbul - Bakırköy - Kartaltepe Mh.
379,Sahibinden-Kredili-GüneyCephe-Kiracılı,homeDaire,weekend2+1,layersBahçe katı,texture78 m2,event19 Ağustos,1.780.000 TL,İstanbul - Bahçelievler - Hürriyet Mh.
380,CADDE ÜZERİ SİTE İÇİ DENİZ VE GÖL MANZARALI EŞYALI SATILIK 2+1,homeDaire,weekend2+1,layers12. Kat,texture135 m2,event19 Ağustos,3.350.000 TL,İstanbul - Esenyurt - Yenikent Mh.
381,BÜLENT YILMAZ'DAN 3 BALKONLU 3+1 135m² SATILIK DAİRE,homeDaire,weekend3+1,layers3. Kat,texture135 m2,event20 Ağustos,2.980.000 TL,İstanbul - Sultangazi - Yunus Emre Mh.
382,BAŞKENT YAPI'DAN ADNAN KAHVECİ DE 2+1 DİZAYNLI BAHÇE KATI,homeDaire,weekend2+1,layersBahçe katı,texture110 m2,event19 Ağustos,2.875.000 TL,İstanbul - Beylikdüzü - Adnan Kahveci Mh.
383,BAŞKENT YAPI'DAN MERKEZİ KONUMDA 2+1 BÜYÜK M2 ARAKAT,homeDaire,weekend2+1,layers1. Kat,texture115 m2,event19 Ağustos,2.100.000 TL,İstanbul - Esenyurt - Atatürk Mh.
384,SİMA YAPI'DAN GENİŞ BAHÇE KULLANIMLI 2+1 ACİL SATILIK DAİRE,homeDaire,weekend2+1,layersBahçe katı,texture115 m2,event19 Ağustos,1.579.000 TL,İstanbul - Esenyurt - Talatpaşa Mh.
385,SİMA YAPI'DAN MERKEZİ KONUMDA MASRAFSIZ 2+1 GENİŞ M2 DAİRE,homeDaire,weekend2+1,layers1. Kat,texture110 m2,event19 Ağustos,1.395.000 TL,İstanbul - Esenyurt - Yenikent Mh.
386,SİMA YAPI'DAN NİKAH SARAYINA VE MEYDANA ÇOK YAKIN SATILIK ARAKAT,homeDaire,weekend2+1,layers1. Kat,texture110 m2,event19 Ağustos,1.549.000 TL,İstanbul - Esenyurt - Örnek Mh.
387,Güngören Haznedar Mah 3+1 110m2 4.Kat Satılık Daire,homeDaire,weekend3+1,layers4. Kat,texture120 m2,event19 Ağustos,3.000.000 TL,İstanbul - Güngören - Haznedar Mh.
388,TÜRKMEN EMLAKTAN SATILIK 2+1 %22 HİSSELİ 2 KAT,homeDaire,weekend2+1,layers2. Kat,texture95 m2,event19 Ağustos,1.850.000 TL,İstanbul - Sultangazi - Yunus Emre Mh.
389,TÜRKMEN EMLAKTAN 75YIL.MAH.SATILIK 2+1 100m ASANSÖRLÜ DAİRE,homeDaire,weekend2+1,layers2. Kat,texture105 m2,event19 Ağustos,3.750.000 TL,İstanbul - Sultangazi - 75. Yıl Mh.
390,TÜRKMEN EMLAKTAN 75YIL.MAH.SATILIK 2+1 100m ASANSÖRLÜ DAİRE,homeDaire,weekend2+1,layers2. Kat,texture105 m2,event19 Ağustos,3.750.000 TL,İstanbul - Sultangazi - 75. Yıl Mh.
391,TÜRKMEN EMLAKTAN YUNUS EMRE MAH.SATILIK KOT1 7 YAŞINDA ASANSÖRLÜ,homeDaire,weekend2+1,layersKot 1 (-1). Kat,texture95 m2,event19 Ağustos,2.900.000 TL,İstanbul - Sultangazi - Yunus Emre Mh.
392,Maıson Göktürk Davutpaşa'da Satılık 8+2 Tam Müstakil Vİlla,homeVilla,weekend8+2,N/A,texture580 m2,event19 Ağustos,67.000.000 TL,İstanbul - Eyüpsultan - Göktürk Merkez Mh.
393,SONSUZ BEYKENT'den KAVAKLIDA SİTE İÇİNDE LÜKS 3+1 ARAKAT DAİRE,homeDaire,weekend3+1,layers2. Kat,texture155 m2,event19 Ağustos,4.699.999 TL,İstanbul - Beylikdüzü - Kavaklı Mh.
394,SİLİVRİ MİMAR SİNAN MAHALESİNDE MÜSTAKİL SIFIR 2.5 KAT BİNA,homeDaire,weekend6+2,layersVilla tipi,texture400 m2,event19 Ağustos,19.000.000 TL,İstanbul - Silivri - Mimar Sinan Mh.
395,ARNAVUTKÖY ANADOLU SATILIK MAHALLESİNDE 4+2 TERS DUBLEKS 4,homeDaire,weekend4+2,layersBahçe dublex,texture170 m2,event19 Ağustos,4.000.000 TL,İstanbul - Arnavutköy - Anadolu Mh.
396,GÜLTEPE YAHYA KEMAL'DE 1+1 MÜSTAKİL BAHÇELİ YATIRIMLIK DAİRE,homeDaire,weekend1+1,layersKot 2 (-2). Kat,texture50 m2,event19 Ağustos,1.150.000 TL,İstanbul - Kağıthane - Yahya Kemal Mh.
397,Hilal Konakları Bulvar Cephe Eşyalı 4+1 Satılık Lüks Daire,homeDaire,weekend4+1,layers3. Kat,texture225 m2,event19 Ağustos,12.750.000 TL,İstanbul - Beylikdüzü - Adnan Kahveci Mh.
398,ŞİRİNEVLER MEYDANDA KREDİYE UYGUN SAHİBİNDEN 3+1 MASRAFSIZ DAİRE,homeDaire,weekend3+1,layers2. Kat,texture120 m2,event19 Ağustos,2.750.000 TL,İstanbul - Bahçelievler - Şirinevler Mh.
399,MARMARA PARK AVM ARKASINDA METROBÜSE YAKIN 3+1 FIRSAT DAİRE..,homeDaire,weekend3+1,layers2. Kat,texture150 m2,event19 Ağustos,970.000 TL,İstanbul - Esenyurt - Güzelyurt Mh.
400,GÜNGÖREN HAZNEDAR MAHALLESİ SATILIK 2+1 DAİRE SE-14,homeDaire,weekend2+1,layers2. Kat,texture95 m2,event19 Ağustos,5.300.000 TL,İstanbul - Güngören - Haznedar Mh.
401,YILMAZ EMLAKTAN SEMİZKUMLARDA 8+1 VİLLA,homeVilla,weekend8+1,N/A,texture365 m2,event19 Ağustos,13.000.000 TL,İstanbul - Silivri - Semizkumlar Mh.
402,METROBÜSE YÜRÜME MESAFESİNDE BÖLGENİN EN UYGUN  2+1 FIRSAT DAİRE,homeDaire,weekend2+1,layersYüksek giriş,texture105 m2,event19 Ağustos,670.000 TL,İstanbul - Beylikdüzü - Beylikdüzü OSB Mh.
403,ACİLİYETTEN SATILIK 3+1 KAT MÜLKİYETLİ SİTE İÇİ OTOPARKLI PENDİK,homeDaire,weekend3+1,layers5. Kat,texture125 m2,event19 Ağustos,3.650.000 TL,İstanbul - Pendik - Yeni Mh.
404,BEYLİKDÜZÜ CUMHURİYET MAH'DE 1+1 KELEPİR ARA KAT DAİRE!!!,homeDaire,weekend1+1,layers3. Kat,texture100 m2,event19 Ağustos,1.395.000 TL,İstanbul - Beylikdüzü - Cumhuriyet Mh.
405,ARENA YAPI'DAN KAÇIRILMAMASI GEREKEN FIRSAT YÜKSEK GİRİŞ SATILIK,homeDaire,weekend2+1,layersYüksek giriş,texture120 m2,event19 Ağustos,1.900.000 TL,İstanbul - Beylikdüzü - Cumhuriyet Mh.
406,Hilal Konakları Bulvar Cephe Eşyalı 4+1 Satılık Lüks Daire,homeDaire,weekend4+1,layers3. Kat,texture225 m2,event19 Ağustos,12.750.000 TL,İstanbul - Büyükçekmece - Pınartepe Mh.
407,BAHÇELİEVLER KOCASİNAN MERKEZ MAH SATILIK YÜKSEK GİRİŞ DAİRE 1+1,homeDaire,weekend1+1,layersYüksek giriş,texture65 m2,event20 Ağustos,2.000.000 TL,İstanbul - Bahçelievler - Kocasinan Merkez Mh.
408,FERAH TERS DUBLEKS,homeDaire,weekend2.5+1,layersBahçe dublex,texture95 m2,event19 Ağustos,2.250.000 TL,İstanbul - Sancaktepe - Osmangazi Mh.
409,İŞGY MANZARA ADALAR SITESINDE 1+0 BOŞ SATILIK,homeDaire,weekendStüdyo,layers30. Kat,texture64 m2,event19 Ağustos,3.515.000 TL,İstanbul - Kartal - Karlıktepe Mh.
410,MDT GAYRİMENKUL KARTAL KARLIKTEPE MH SİTE İÇİ 3+1 SATILIK DAİRE,homeDaire,weekend3+1,layers1. Kat,texture110 m2,event19 Ağustos,3.795.000 TL,İstanbul - Kartal - Esentepe Mh.
411,İDEALİSTA'DAN ÇAVUŞBAŞI YAVUZSELİM'DE SATILIK MÜSTAKİL EV,homeMüstakil Ev,weekend3+1,N/A,texture350 m2,event19 Ağustos,29.000.000 TL,İstanbul - Beykoz - Yavuz Selim Mh.
412,SEDEF GYO'DAN ESENYURT EN GÜZEL MAH.YENİKENT TE CADDE ÜZERİ ACİL,homeDaire,weekend2+1,layers2. Kat,texture100 m2,event20 Ağustos,1.725.000 TL,İstanbul - Esenyurt - Yenikent Mh.
413,ZEN YAPI'DAN SATILIK 3+1 SIFIR LÜX FIRSAT DAİRE,homeDaire,weekend3+1,layers2. Kat,texture135 m2,event20 Ağustos,2.499.999 TL,İstanbul - Beylikdüzü - Cumhuriyet Mh.
414,satılık 2+1 90 metrekare daire,homeDaire,weekend2+1,layers1. Kat,texture92 m2,event19 Ağustos,3.300.000 TL,İstanbul - Küçükçekmece - İnönü Mh.
415,FIRSAT!!! MERKEZİ KONUMDA 2+1 SIFIR ARA KAT,homeDaire,weekend2+1,layers2. Kat,texture110 m2,event20 Ağustos,2.150.000 TL,İstanbul - Beylikdüzü - Cumhuriyet Mh.
416,Star towers,homeDaire,weekend2+1,layers18. Kat,texture135 m2,event19 Ağustos,1.800.000 TL,İstanbul - Esenyurt - Necip Fazıl Kısakürek Mh.
417,YÜKSEK PENCERELI KOCAMUSTAFAPAŞA SİLİVRİKAPİ ALAYIMAM SOK 2+1 SAT,homeDaire,weekend2+1,layersBahçe katı,texture76 m2,event19 Ağustos,1.450.000 TL,İstanbul - Fatih - Silivrikapı Mh.
418,İSTANBUL BAĞCILAR YENİGÜN MAHALLESİ SATILIĶ DAİRE TAKAS YAPILIR,homeDaire,weekend2+1,layers2. Kat,texture75 m2,event19 Ağustos,2.900.000 TL,İstanbul - Bağcılar - Yenigün Mh.
419,BEYLİKDÜZÜ GÜRPINARDA SATILIK VİLLA,homeVilla,weekend6+1,N/A,texture550 m2,event19 Ağustos,21.500.000 TL,İstanbul - Beylikdüzü - Dereağzı Mh.
420,Emir emlakdan 1+0 bahçe kat acil satılık yatırıma uygun,homeDaire,weekend1 Oda,layersBahçe katı,texture40 m2,event19 Ağustos,250.000 TL,İstanbul - Küçükçekmece - Mehmet Akif Mh.
421,İstanbul Üsküdar Burhaniye Mahallesi arsa tapulu çok uygun fiyata,homeDaire,weekend3+1,layersYüksek giriş,texture130 m2,event20 Ağustos,3.550.000 TL,İstanbul - Üsküdar - Burhaniye Mh.
422,"MAVERA 1'DA SATILIK 4+1 ,  شقة 4+1 للبيع في مافيرا 1",homeDaire,weekend4+1,layers18. Kat,texture197 m2,event19 Ağustos,16.000.000 TL,İstanbul - Başakşehir - Kayabaşı Mh.
423,FATİH EMLAK TAN 2+1 YUKSEK GİRİŞ KREDİYE UYGUN GÜNEY CEPE,homeDaire,weekend2+1,layersYüksek giriş,texture75 m2,event20 Ağustos,1.650.000 TL,İstanbul - Bahçelievler - Zafer Mh.
424,SATILIK TEK DAİRE ÜZERİ YÜKSEK GİRİŞ KAT,homeDaire,weekend2+1,layersDüz Giriş (Zemin),texture95 m2,event19 Ağustos,2.200.000 TL,İstanbul - Başakşehir - Güvercintepe Mh.
425,ESER YAPIDAN SATILIK2+1 90m2 CADDE ÜZERİ ÖN CEPHE ARAKAT,homeDaire,weekend2+1,layers1. Kat,texture90 m2,event19 Ağustos,2.575.000 TL,İstanbul - Başakşehir - Güvercintepe Mh.
426,Home Vizyon Küçükçekmece Cumhuriyet Satılık Sıfır Lüx 3+1 Daire.,homeDaire,weekend3+1,layers2. Kat,texture120 m2,event19 Ağustos,5.500.000 TL,İstanbul - Küçükçekmece - Cumhuriyet Mh.
427,AVRUPARK SİTESİNDE  SATILIK  FULL PEYZAJ SATILIK 3+1,homeDaire,weekend3+1,layers9. Kat,texture146 m2,event19 Ağustos,6.400.000 TL,İstanbul - Başakşehir - Bahçeşehir 2. Kısım Mh.
428,SUADİYEDE CADDEYE YAKIN SATILIK DAİRE BALKONLU KATTA TEK 3+1,homeDaire,weekend3+1,layers2. Kat,texture140 m2,event20 Ağustos,16.600.000 TL,İstanbul - Kadıköy - Suadiye Mh.
429,YALI MAH'DE SAHİLE 1.PARALEL MARMARAYA YAKIN SATILIK 117 NET 3+1,homeDaire,weekend3+1,layers5. Kat,texture150 m2,event19 Ağustos,9.950.000 TL,İstanbul - Maltepe - Yalı Mh.
430,Home Vizyon Küçükçekmece Cumhuriyet Satılık Sıfır Lüx 2+1 Daire.,homeDaire,weekend2+1,layersBahçe katı,texture80 m2,event19 Ağustos,2.750.000 TL,İstanbul - Küçükçekmece - Cumhuriyet Mh.
431,ŞENESENEVLER'DE SATILIK SIFIR DAİRE,homeDaire,weekend3+1,layers9. Kat,texture130 m2,event19 Ağustos,13.950.000 TL,İstanbul - Kadıköy - Kozyatağı Mh.
432,SİLİVRİ GÜMÜŞYAKA DA SATILIK TRİPLEX VİLLA,homeVilla,weekend6+3,N/A,texture350 m2,event19 Ağustos,15.000.000 TL,İstanbul - Silivri - Gümüşyaka Mh.
433,SUADİYE DE BAĞDATA VE MARMARAYA 2 ADIM MESAFEDE BALKONLU HEMEN O,homeDaire,weekend2+1,layers5. Kat,texture100 m2,event19 Ağustos,11.750.000 TL,İstanbul - Kadıköy - Suadiye Mh.
434,ARMAX'TAN MERKEZ MAH SATILIK 4+2 ASANSÖRLÜ DUBLEX DAİRE,homeDaire,weekend4+2,layers5. Kat,texture200 m2,event19 Ağustos,8.450.000 TL,İstanbul - Gaziosmanpaşa - Merkez Mh.
435,ARMAX'TAN KARADENİZ MAH SATILIK ULTRA LÜX 2+1 ARA KAT DAİRE,homeDaire,weekend2+1,layers2. Kat,texture100 m2,event19 Ağustos,4.950.000 TL,İstanbul - Gaziosmanpaşa - Karadeniz Mh.
436,CADDE ÜZERİ BALKONLU YENİ BİNA 1+1 KELEPİR YÜKSEK GİRİŞ DAİRE!,homeDaire,weekend1+1,layersYüksek giriş,texture85 m2,event19 Ağustos,1.199.000 TL,İstanbul - Esenyurt - Battalgazi Mh.
437,SEDEF GYO'DAN BALIKYOLU MAH. DE ACİL SATILIK ARAKAT DAİRE,homeDaire,weekend2+1,layers2. Kat,texture100 m2,event20 Ağustos,1.949.000 TL,İstanbul - Esenyurt - Balıkyolu Mh.
438,2+1 ters dubleks 8 yaşında yeni,homeDaire,weekend2+1,layersDüz Giriş (Zemin),texture110 m2,event19 Ağustos,1.600.000 TL,İstanbul - Küçükçekmece - Mehmet Akif Mh.
439,SİTE İÇERİSİNDE ULTRA LÜX GİYİMME ODALI GENİŞ BALKONLU 2+1,homeDaire,weekend2+1,layers1. Kat,texture105 m2,event19 Ağustos,4.750.000 TL,İstanbul - Maltepe - Girne Mh.
440,ARENA | HÜRRİYET MAH | 3.KAT 2+1 80 m2 | FIRSAT SIFIR BİNA..!!!,homeDaire,weekend2+1,layers3. Kat,texture80 m2,event19 Ağustos,2.990.000 TL,İstanbul - Bahçelievler - Hürriyet Mh.
441,FATİH EMLAK TAN 2+1 YUKSEK GİRİŞ 2 YILLIK KREDİYE UYGUN GÜNEY CE,homeDaire,weekend2+1,layersYüksek giriş,texture85 m2,event20 Ağustos,2.650.000 TL,İstanbul - Bahçelievler - Zafer Mh.
442,AVCILARDA SATILIK DUBLEKS ÜST 1+1.    ALT. 1+1,homeDaire,weekend3+1,layersÇatı katı,texture165 m2,event19 Ağustos,4.500.000 TL,İstanbul - Avcılar - Gümüşpala Mh.
443,METROBÜSE YAKIN FULL DEKORLU ÖN CEPHELİ 2+1 YÜKSEK GİRİŞ!!!,homeDaire,weekend2+1,layersYüksek giriş,texture100 m2,event19 Ağustos,1.859.000 TL,İstanbul - Esenyurt - Mehterçeşme Mh.
444,ÜÇ KARDEŞLER'DEN İSMETPAŞA MH SİTE İÇİ 3+1 130M2 ARAKAT DAİRE,homeDaire,weekend3+1,layers4. Kat,texture130 m2,event19 Ağustos,4.995.000 TL,İstanbul - Sultangazi - İsmetpaşa Mh.
445,ESENYURTTA SATILIK DAIRE GERÇEK FİYATA BİR TELEFON KADAR YAKIN,homeDaire,weekend2+1,layers11. Kat,texture110 m2,event19 Ağustos,2.800.000 TL,İstanbul - Esenyurt - Akevler Mh.
446,PROJE'DEN MARİNAYA YÜRÜME MESAFESİNDE ARAKAT DAİRE YAŞAM BAŞLADI,homeDaire,weekend3+1,layers3. Kat,texture155 m2,event19 Ağustos,5.750.000 TL,İstanbul - Beylikdüzü - Kavaklı Mh.
447,WEST İSTANBUL MARİNAYA YÜRÜME MESAFESİNDE KREDİYE UYGUN LÜKS 2+1,homeDaire,weekend2+1,layers2. Kat,texture125 m2,event20 Ağustos,4.000.000 TL,İstanbul - Beylikdüzü - Sahil Mh.
448,MÜSTAKİL BAHÇE KULLANIMLI İÇ MİMAR DEKARASYONLU ÇOK ŞIK LÜKS 2+1,homeDaire,weekend2+1,layersBahçe katı,texture100 m2,event20 Ağustos,3.000.000 TL,İstanbul - Beylikdüzü - Kavaklı Mh.
449,Marcity'den Çamlık Cad.2.Binada Sıfır 2+1 Bahçe Katı Daire,homeDaire,weekend2+1,layersBahçe katı,texture80 m2,event19 Ağustos,2.850.000 TL,İstanbul - Bahçelievler - Siyavuşpaşa Mh.
450,satılık 2+1 92 metre,homeDaire,weekend2+1,layers2. Kat,texture96 m2,event19 Ağustos,3.050.000 TL,İstanbul - Başakşehir - Güvercintepe Mh.
451,POLAT EMLAK...ÜÇ CEPHELİ MANZARALI SATILIK 2+1 DAİRE,homeDaire,weekend2+1,layers2. Kat,texture110 m2,event19 Ağustos,3.300.000 TL,İstanbul - Başakşehir - Bahçeşehir 2. Kısım Mh.
452,ES CİTY YAPIDAN FULL DONANIMLI HAVUZLU İNNOVİA 3 SİTESİNDE 3+1 A,homeDaire,weekend3+1,layers7. Kat,texture150 m2,event19 Ağustos,3.200.000 TL,İstanbul - Esenyurt - Yeşilkent Mh.
453,AĞAOĞLU MASLAK 1453 1+0 GÜNCEL FIRSAT SATILIK DAİRE,homeDaire,weekendStüdyo,layers7. Kat,texture55 m2,event19 Ağustos,6.000.000 TL,İstanbul - Sarıyer - Maslak Mh.
454,Sahibinden Temiz daire,homeDaire,weekend2+1,layers3. Kat,texture115 m2,event19 Ağustos,1.700.000 TL,İstanbul - Esenyurt - Fatih Mh.
455,SONSUZ'DAN BEYLİKDÜZÜ'NÜN EN NEZİH MAHALLESİ SİTE İÇİ 3+1 DAİRE,homeDaire,weekend3+1,layers1. Kat,texture180 m2,event19 Ağustos,4.199.999 TL,İstanbul - Beylikdüzü - Marmara Mh.
456,ÜÇ KARDEŞLER'DEN İSMETPAŞA MH'DE SATILIK 2+1 110M2 BAHÇEKAT DAİR,homeDaire,weekend2+1,layersBahçe katı,texture110 m2,event19 Ağustos,1.445.000 TL,İstanbul - Sultangazi - İsmetpaşa Mh.
457,İSTANBUL BEYLİKDÜZÜ YAKUPLU'DA  VİLLA TADINDA KIŞ BAHÇELİ EV,homeDaire,weekend2+1,layersBahçe katı,texture95 m2,event19 Ağustos,5.450.000 TL,İstanbul - Beylikdüzü - Yakuplu Mh.
458,Merkezi konumda satılık 2 + 1 daire,homeDaire,weekend2+1,layers2. Kat,texture105 m2,event19 Ağustos,2.985.000 TL,İstanbul - Fatih - İskenderpaşa Mh.
459,BEYLİKDÜZÜNDE SİTE İÇİ GİYİNME ODALI KAPALI OTOPARKLI LÜX 3+1,homeDaire,weekend3+1,layers3. Kat,texture155 m2,event19 Ağustos,5.799.999 TL,İstanbul - Beylikdüzü - Kavaklı Mh.
460,ARNAVUTKÖY AVLU AVM ARKASI BALKONLU YÜKSEK GİRİŞ SIFIR DAİRE,homeDaire,weekend2+1,layersYüksek giriş,texture95 m2,event19 Ağustos,3.150.000 TL,İstanbul - Arnavutköy - Arnavutköy Merkez Mh.
461,Sahibinden kapalı otoparklı daire,homeDaire,weekend2+1,layers2. Kat,texture100 m2,event19 Ağustos,3.500.000 TL,İstanbul - Küçükçekmece - Halkalı Merkez Mh.
462,SELF İSTANBUL SIFIR SATILIK BALKONLU DAİRE 1+1,homeDaire,weekend1+1,layers23. Kat,texture71 m2,event19 Ağustos,2.315.000 TL,İstanbul - Esenyurt - Zafer Mh.
463,MZL GROUPTAN METRO YAKINI İSKANLI ASANSÖRLÜ 3+1 Ü.DUBLEX,homeDaire,weekend3+1,layersÇatı Dubleks,texture140 m2,event19 Ağustos,3.480.000 TL,İstanbul - Sancaktepe - Osmangazi Mh.
464,"WEAL WORLD' den K.OTOPARKLI, BUTİK SİTEDE, SIFIR 2+1, 95 M2 ...",homeDaire,weekend2+1,layers6. Kat,texture95 m2,event20 Ağustos,4.300.000 TL,İstanbul - Bahçelievler - Şirinevler Mh.
465,"SEYRANTEPE BARBAROS CAD.85M2 2+1 KREDİYE UYGUN,ASANSÖRLÜ",homeDaire,weekend2+1,layers4. Kat,texture90 m2,event19 Ağustos,4.250.000 TL,İstanbul - Kağıthane - Yeşilce Mh.
466,"WEAL WORLD' den Bahçelinizam da, 4 Yıllık, Site İçi, 3+1, Arakat",homeDaire,weekend3+1,layers2. Kat,texture130 m2,event20 Ağustos,11.500.000 TL,İstanbul - Bahçelievler - Bahçelievler Mh.
467,"WEAL WORLD' den Kocasinan da, 2+1, Arakat, 92 m2, Sıfır Lüks Dai",homeDaire,weekend2+1,layers2. Kat,texture92 m2,event20 Ağustos,4.350.000 TL,İstanbul - Bahçelievler - Kocasinan Merkez Mh.
468,AKÇABURGAZ MH 2+1 BALKONLU DEKORLU ARAKAT,homeDaire,weekend2+1,layers2. Kat,texture95 m2,event19 Ağustos,1.950.000 TL,İstanbul - Esenyurt - Akçaburgaz Mh.
469,BEYLİKDÜZÜ ASRİVA'DAN YAŞAM VADİLİ VE DENİZ MANZARALI LÜKS 2+1!!,homeDaire,weekend2+1,layers2. Kat,texture120 m2,event19 Ağustos,2.599.000 TL,İstanbul - Beylikdüzü - Marmara Mh.
470,CINAR MAH DE SATILIK 4+2 DUBLEX DAIRE,homeDaire,weekend4+2,layersÇatı Dubleks,texture180 m2,event20 Ağustos,3.100.000 TL,İstanbul - Esenyurt - Çınar Mh.
471,ALTIN EMLAK SARE SEDA DAN NEF2 HALİÇ SATILIK 2+1 REZİDANS,homeDaire,weekend2+1,layers9. Kat,texture125 m2,event19 Ağustos,7.600.000 TL,İstanbul - Eyüpsultan - Topçular Mh.
472,SAADETDERE DE SATILIK 2+1 GENİŞ DAİRE,homeDaire,weekend2+1,layers1. Kat,texture110 m2,event20 Ağustos,2.100.000 TL,İstanbul - Esenyurt - Turgut Özal Mh.
473,Bağdat Caddesine 1. Paralel Sokakta 2+1 Satılık Daire,homeDaire,weekend2+1,layers5. Kat,texture100 m2,event19 Ağustos,11.750.000 TL,İstanbul - Kadıköy - Suadiye Mh.
474,ÜÇEVLERDE 2+1 SIFIR  DAİRE,homeDaire,weekend2+1,layers1. Kat,texture100 m2,event19 Ağustos,2.500.000 TL,İstanbul - Esenyurt - Üçevler Mh.
475,CADDE ÜZERİNDE %50 KREDİ İMKANI İLE YATIRIMA UYGUN SATILIK DAİR,homeDaire,weekend2+1,layersBahçe katı,texture105 m2,event19 Ağustos,1.730.000 TL,İstanbul - Beylikdüzü - Cumhuriyet Mh.
476,BAKIRKÖY ZUHURATBABADA YENİ BİNADA SATILIK 1+1 GENİŞ DAİRE,homeDaire,weekend1+1,layersDüz Giriş (Zemin),texture75 m2,event19 Ağustos,5.850.000 TL,İstanbul - Bakırköy - Zuhuratbaba Mh.
477,BEYLİKDÜZÜN DE HAVUZLU FULL KONSEPT SİTE İÇERİSİNDE SATILIK DAİ,homeDaire,weekend2+1,layers2. Kat,texture130 m2,event19 Ağustos,3.700.000 TL,İstanbul - Beylikdüzü - Dereağzı Mh.
478,BEYLİKDÜZÜ ASRİVA'DAN METROBÜSE YAKIN ULTRA LÜKS 2+1 SATIŞTA!!,homeDaire,weekend2+1,layers2. Kat,texture115 m2,event19 Ağustos,2.299.000 TL,İstanbul - Beylikdüzü - Yakuplu Mh.
479,Bağcılar Yıldıztepe Mah.2+1 Kredili Yüksek Giriş Daire,homeDaire,weekend2+1,layersYüksek giriş,texture75 m2,event19 Ağustos,2.450.000 TL,İstanbul - Bağcılar - Yıldıztepe Mh.
480,Bağcılar Yıldıztepe Mah.2+1 Kredili Yüksek Giriş Daire,homeDaire,weekend2+1,layersYüksek giriş,texture75 m2,event19 Ağustos,2.450.000 TL,İstanbul - Bağcılar - Yıldıztepe Mh.
481,AVCILARDA SATILIK  LÜKKS DAİRE 3+1,homeDaire,weekend3+1,layers1. Kat,texture140 m2,event19 Ağustos,4.600.000 TL,İstanbul - Avcılar - Cihangir Mh.
482,BAYRAMPAŞA KARTALTEPE MH SATILIK DUBLEKS DAİRE,homeDaire,weekend2+2,layersÇatı Dubleks,texture130 m2,event19 Ağustos,5.750.000 TL,İstanbul - Bayrampaşa - Kartaltepe Mh.
483,RENKLİ EMLAK DA SULTANÇİFTLİĞİMAH 2+1 95m2 ACİL SATILIK DAİRE,homeDaire,weekend2+1,layers4. Kat,texture105 m2,event19 Ağustos,2.700.000 TL,İstanbul - Sultangazi - Sultançiftliği Mh.
