,Title,Category,Room Count,Floor,Area,Updated At,Price,Location
249,ACIBADEM BAŞKENT SOKAKTA SATILIK 2+1 DAİRE,homeDaire,weekend2+1,layers1. Kat,texture93 m2,event20 Ağustos,8.500.000 TL,İstanbul - Üsküdar - Acıbadem Mh.
250,E5 YAKINI SIFIR DAİRELER SATIŞTA,homeDaire,weekend2+1,layersDüz Giriş (Zemin),texture100 m2,event20 Ağustos,3.100.000 TL,İstanbul - Büyükçekmece - Celaliye Mh.
251,DENİZE SIFIR SİTE İÇERİSİDE KAPALI MUTFAKLI 1+1 DAİRE,homeDaire,weekend1+1,layers1. Kat,texture65 m2,event20 Ağustos,2.100.000 TL,İstanbul - Küçükçekmece - Fatih Mh.
252,2+1 ANA CADDE ÜZERİ DAİRE,homeDaire,weekend2+1,layers4. Kat,texture100 m2,event20 Ağustos,1.700.000 TL,İstanbul - Bağcılar - Yıldıztepe Mh.
253,ERENKÖY IŞIK LİSESİNE KOMŞU 1 YILLIK BİNADA FERAH ARA KAT 2+1,homeDaire,weekend2+1,layers7. Kat,texture74 m2,event20 Ağustos,7.350.000 TL,İstanbul - Kadıköy - 19 Mayıs Mh.
254,CK'DAN TEK YETKİLİ 1 Cİ KAT'DA 75 M2 NET LOKASYON ' LU,homeDaire,weekend3+1,layers1. Kat,texture90 m2,event20 Ağustos,5.500.000 TL,İstanbul - Kadıköy - Feneryolu Mh.
255,CK'DAN TEK YETKİLİ MERKEZİ KONUMDA 100M2 NET 3+1 SATILIK DAİRE,homeDaire,weekend3+1,layers6. Kat,texture120 m2,event20 Ağustos,13.500.000 TL,İstanbul - Kadıköy - Bostancı Mh.
256,GÖZTEPE MARMARAY'A YAKIN MÜSTAKİL GİRİŞLİ İÇİ SIFIRLANMIŞ,homeDaire,weekend1+1,layersYüksek giriş,texture85 m2,event20 Ağustos,5.750.000 TL,İstanbul - Kadıköy - Göztepe Mh.
257,ÇEKMEKÖY MEHMET AKİF'TE SIFIR BİNADA BAHÇE KATI,homeDaire,weekend2+1,layersDüz Giriş (Zemin),texture85 m2,event20 Ağustos,3.150.000 TL,İstanbul - Çekmeköy - Mehmet Akif Mh.
258,AYDOS ORMANA KOMŞU GENİŞ KULLANIŞLI 2+1 ARAKAT DAİRE,homeDaire,weekend2+1,layers3. Kat,texture100 m2,event20 Ağustos,3.490.000 TL,İstanbul - Sultanbeyli - Necip Fazıl Mh.
259,2+1 GENİŞ FERAH DAİRE,homeDaire,weekend2+1,layers2. Kat,texture100 m2,event20 Ağustos,1.450.000 TL,İstanbul - Bağcılar - Yıldıztepe Mh.
260,"YENİBOSNADA 3+1 3,KAT HİSSELİ İÇİ FUUL YAPILI MASRAFSIZ DAİRE",homeDaire,weekend3+1,layers3. Kat,texture135 m2,event20 Ağustos,3.500.000 TL,İstanbul - Bahçelievler - Zafer Mh.
261,Naturalist Verde Projesi 2+1 152m2 Balkonlu Satılık Daire,homeDaire,weekend2+1,layersÇatı katı,texture152 m2,event20 Ağustos,20.550.000 TL,İstanbul - Eyüpsultan - Mithatpaşa Mh.
262,YILDIZ EMLAKTAN İTFAİYE YAKINI 2+1 GENİŞ YENİ BİNADA YÜKSEK GİRİ,homeDaire,weekend2+1,layersYüksek giriş,texture80 m2,event20 Ağustos,2.500.000 TL,İstanbul - Bahçelievler - Yenibosna Merkez Mh.
263,Üsküdar Merkezi Konumda 2+1 Işıl Işıl Satılık Ferah Daire,homeDaire,weekend2+1,layers2. Kat,texture90 m2,event20 Ağustos,5.250.000 TL,İstanbul - Üsküdar - Ahmediye Mh.
264,Üsküdar Valide-i Atik'te Satılık 2+1 Daire,homeDaire,weekend2+1,layers4. Kat,texture75 m2,event20 Ağustos,2.200.000 TL,İstanbul - Üsküdar - Valide-i Atik Mh.
265,Naturalist Verde Kemerburgaz Projesi 1+1 57 m2 Bahçeli Satılık D,homeDaire,weekend1+1,layersBahçe katı,texture57 m2,event20 Ağustos,9.740.000 TL,İstanbul - Eyüpsultan - Mithatpaşa Mh.
266,"YENİBOSNA ZAFER MH 2+1 3,KAT SATILIK DAİRE",homeDaire,weekend2+1,layers3. Kat,texture80 m2,event20 Ağustos,2.900.000 TL,İstanbul - Bahçelievler - Zafer Mh.
267,Naturalist Verde Kemerburgaz Projesi 2+1 Bahçeli 115m2 Satılık D,homeDaire,weekend2+1,layersBahçe katı,texture115 m2,event20 Ağustos,19.280.000 TL,İstanbul - Eyüpsultan - Mithatpaşa Mh.
268,İSTANBUL BAHÇELİEVLER 'DE SATILIK 3+1 190 M2 DAİRE,homeDaire,weekend3+1,layers7. Kat,texture190 m2,event20 Ağustos,2.850.000 TL,İstanbul - Bahçelievler - Şirinevler Mh.
269,YATIRIMLIK FIRSAT! SUADİYEDE BAĞDATA YAKIN 3+1 BALKONLU 130M2,homeDaire,weekend3+1,layers3. Kat,texture130 m2,event20 Ağustos,6.500.000 TL,İstanbul - Kadıköy - Suadiye Mh.
270,WEAL WORLD' den Bahçelievler Yayla Meydan' da 3+1 Lüks Sıfır Ara,homeDaire,weekend3+1,layers1. Kat,texture120 m2,event20 Ağustos,6.490.000 TL,İstanbul - Bahçelievler - Bahçelievler Mh.
271,"WEAL WORLD' den Basınsitesi Cadde Üstü, 160 m2, Lüks Köşe Daire",homeDaire,weekend3+1,layers1. Kat,texture160 m2,event20 Ağustos,3.875.000 TL,İstanbul - Bahçelievler - Soğanlı Mh.
272,"WEAL WORLD' den Bahçelievler Talatpaşa da, 1 Yıllık, 3+1 Arakat",homeDaire,weekend3+1,layers3. Kat,texture125 m2,event20 Ağustos,9.700.000 TL,İstanbul - Bahçelievler - Bahçelievler Mh.
273,YATIRIMLIK SAHİBİNDEN 2+1 daire,homeDaire,weekend2+1,layersYüksek giriş,texture85 m2,event20 Ağustos,1.850.000 TL,İstanbul - Esenyurt - Balıkyolu Mh.
274,ZEKİ EMLAK’TAN 12.KATTA SATILIK 2+1 DAİRE,homeDaire,weekend2+1,layers12. Kat,texture75 m2,event20 Ağustos,3.100.000 TL,İstanbul - Küçükçekmece - Cumhuriyet Mh.
275,ZEKİ EMLAK’TAN YENİ BİNADA YÜKSEK GİRİŞ SATILIK 2+1 DAİRE,homeDaire,weekend2+1,layersYüksek giriş,texture75 m2,event20 Ağustos,2.850.000 TL,İstanbul - Küçükçekmece - Cumhuriyet Mh.
276,BEYLİKDÜZÜ ASRİVA YAPI'DAN DENİZ MANZARALI FIRSAT DAİRESİ 3+1,homeDaire,weekend3+1,layers3. Kat,texture160 m2,event20 Ağustos,4.999.999 TL,İstanbul - Beylikdüzü - Barış Mh.
277,BEYLİKDÜZÜ ASRİVA YAPI'DAN METROBÜSE YÜRÜME MESAFESİNDE FIRSAT D,homeDaire,weekend2+1,layers3. Kat,texture140 m2,event20 Ağustos,3.499.999 TL,İstanbul - Esenyurt - Güzelyurt Mh.
278,BEYLİKDÜZÜ ASRİVA YAPI'DAN BEYLİKDÜZÜ MERKEZİ KONUMDA 2+1,homeDaire,weekend2+1,layers2. Kat,texture140 m2,event20 Ağustos,3.549.999 TL,İstanbul - Beylikdüzü - Adnan Kahveci Mh.
279,PYRAMID'DEN BAŞAKŞEHİR ÇAMLIK EVLERİ TERASLI 4+1 LÜX DAİRE,homeDaire,weekend4+1,layers1. Kat,texture240 m2,event20 Ağustos,12.500.000 TL,İstanbul - Başakşehir - Başakşehir Mh.
280,BAĞCILAR MEYDANDA 2+1 FIRSAT DAİRE!,homeDaire,weekend2+1,layers5. Kat,texture120 m2,event20 Ağustos,2.000.000 TL,İstanbul - Bağcılar - Fevzi Çakmak Mh.
281,GALİPBEY CADDESİ 1 YILLIK BİNA DENİZ MANZARALI TERASLI LÜX 2+1,homeDaire,weekend2+1,layers4. Kat,texture100 m2,event20 Ağustos,5.750.000 TL,İstanbul - Maltepe - Altıntepe Mh.
282,BAKIRKÖY KARTALTEPE DE 2+1 YÜKSEK GİRİŞ,homeDaire,weekend2+1,layersYüksek giriş,texture90 m2,event20 Ağustos,4.250.000 TL,İstanbul - Bakırköy - Kartaltepe Mh.
283,ERPAY İNŞAAT'TAN  İSMETPAŞA MAH 2+1 90M² SATILIK FERAH DAİRE,homeDaire,weekend2+1,layers3. Kat,texture100 m2,event20 Ağustos,1.850.000 TL,İstanbul - Sultangazi - İsmetpaşa Mh.
284,VATAN EMLAK KONUTLARI BİTİŞİĞİ İÇİ FULL YAPILI 2. KAT 3+1,homeDaire,weekend3+1,layers2. Kat,texture130 m2,event20 Ağustos,4.850.000 TL,İstanbul - Fatih - Karagümrük Mh.
285,Turyap Alibeyköy Nesrin ŞEN Alipark Sitesi 3+1 Satılık Daire,homeDaire,weekend3+1,layers2. Kat,texture115 m2,event20 Ağustos,6.300.000 TL,İstanbul - Eyüpsultan - Alibeyköy Mh.
286,MİRSAT SANCAKTAR'DAN KOMPLE YENİLENMİŞ 3+1 SATILIK DAİRE,homeDaire,weekend3+1,layers2. Kat,texture110 m2,event20 Ağustos,3.400.000 TL,İstanbul - Pendik - Kaynarca Mh.
287,Cenk Atalay Solak'tan Palmiye'de Satılık 2+1 Daire,homeDaire,weekend2+1,layersDüz Giriş (Zemin),texture80 m2,event20 Ağustos,1.890.000 TL,İstanbul - Pendik - Batı Mh.
288,PENDİK KAYNARCA MAH. 2+1 BAHÇELİ 90 m2 DAİRE,homeDaire,weekend2+1,layersBahçe katı,texture110 m2,event20 Ağustos,3.400.000 TL,İstanbul - Pendik - Kaynarca Mh.
289,"BAHÇELİEVLER CUMHURİYET MAH 280,M2-5+1-FULL YAPILI DUBLEX DAİRE",homeDaire,weekend5+1,layers5. Kat,texture300 m2,event20 Ağustos,5.500.000 TL,İstanbul - Bahçelievler - Cumhuriyet Mh.
290,█ FATİH HIRKA-İ ŞERİF KELEPİR YÜKSEK GİRİŞ SATILIK DAİRE █,homeDaire,weekend1+1,layersYüksek giriş,texture50 m2,event20 Ağustos,1.295.000 TL,İstanbul - Fatih - Hırka-i Şerif Mh.
291,Merter Mete Sokak'ta Merkezi Konumda Satılık Ara Kat Daire,homeDaire,weekend2+1,layers3. Kat,texture110 m2,event20 Ağustos,4.550.000 TL,İstanbul - Güngören - Abdurrahman Nafiz Gürman Mh.
292,TÜRKOBA mh SATILIK MÜSTAKİL BAHÇELİ DAİRE,homeDaire,weekend3+1,layersDüz Giriş (Zemin),texture95 m2,event20 Ağustos,1.750.000 TL,İstanbul - Büyükçekmece - Türkoba Mh.
293,HAMİDİYEDE 2+1 ARAKAT PAZARLIKSIZ SON FİYAT,homeDaire,weekend2+1,layers1. Kat,texture90 m2,event20 Ağustos,3.130.000 TL,İstanbul - Çekmeköy - Hamidiye Mh.
294,ÇOCUK OYUN ALANI VE AÇIK OTOPARKI İLE SİTE İÇERİSİNDE 3+1 DAİRE!,homeDaire,weekend3+1,layers4. Kat,texture132 m2,event20 Ağustos,4.600.000 TL,İstanbul - Çekmeköy - Çatalmeşe Mh.
295,GENİŞ VE FERAH ODALARIYLA PRESTİJLİ LOKASYON'DA 5+1 ÜST DUBLEX,homeDaire,weekend5+1,layers4. Kat,texture165 m2,event20 Ağustos,4.819.000 TL,İstanbul - Sancaktepe - Mevlana Mh.
296,"KEMAL TÜRKLER MAH DE2+1,90M2",homeDaire,weekend2+1,layers1. Kat,texture90 m2,event20 Ağustos,3.100.000 TL,İstanbul - Sancaktepe - Kemal Türkler Mh.
297,Hürriyet'te Satılık 2+1 2.kat Daire,homeDaire,weekend2+1,layers2. Kat,texture80 m2,event20 Ağustos,2.450.000 TL,İstanbul - Bağcılar - Hürriyet Mh.
298,HADIMKÖY KİPTAŞ KONUTLARINDA SATILIK 75M2 DAİRE,homeDaire,weekend2+1,layers3. Kat,texture75 m2,event20 Ağustos,2.200.000 TL,İstanbul - Arnavutköy - Hadımköy Mh.
299,Tuzla İçmeler Mah.' de Satılık 2+1 Daire,homeDaire,weekend2+1,layers4. Kat,texture73 m2,event20 Ağustos,3.850.000 TL,İstanbul - Tuzla - İçmeler Mh.
300,NECİP EMLAKTAN VELİBABA MERKEZDE 3+1 SIFIR SATILIK DAİRE,homeDaire,weekend3+1,layers4. Kat,texture110 m2,event20 Ağustos,4.100.000 TL,İstanbul - Pendik - Velibaba Mh.
301,NECİP EMLAKTAN 2+1 SİTE İÇERİSİN'DE HAVUZLU SATILIK DAİRE,homeDaire,weekend2+1,layers6. Kat,texture85 m2,event20 Ağustos,3.450.000 TL,İstanbul - Pendik - Velibaba Mh.
302,Mustafa Kaya'dan Küçükçekmece Ortadoğu Sitesinde Satılık 3+1,homeDaire,weekend3+1,layers4. Kat,texture125 m2,event20 Ağustos,4.350.000 TL,İstanbul - Küçükçekmece - Halkalı Merkez Mh.
303,ARENA'DAN BAHÇE KATI FİYATINA ARA KAT!!! METROBÜSE 7 DAKİKA !!!!,homeDaire,weekend2+1,layers5. Kat,texture125 m2,event20 Ağustos,1.749.000 TL,İstanbul - Esenyurt - Saadetdere Mh.
304,ARENA YAPI'DAN 2+1 GENİŞ METRE KAREYE SAHİP ARA KAT!!!,homeDaire,weekend2+1,layers3. Kat,texture125 m2,event20 Ağustos,1.925.000 TL,İstanbul - Beylikdüzü - Cumhuriyet Mh.
305,ALKENT 2000 BÖLGESİ'NDE SATILIK YATIRIMA UYGUN NATAMAM VİLLA,homeVilla,weekend8+2,N/A,texture1000 m2,event20 Ağustos,43.500.000 TL,İstanbul - Büyükçekmece - 19 Mayıs Mh.
306,Alican Aktaş'tan Göl Mahal'in en prestijli 5+1 villası satışta,homeVilla,weekend5+1,N/A,texture800 m2,event20 Ağustos,108.000.000 TL,İstanbul - Büyükçekmece - Alkent 2000 Mh.
307,Alican Aktaş'tan Göl İstanbul 6+1 Eşyalı Özel Donatılı Villa,homeVilla,weekend6+1,N/A,texture520 m2,event20 Ağustos,122.000.000 TL,İstanbul - Büyükçekmece - Alkent 2000 Mh.
308,ROTA gayrimenkul satılık fırsat daire,homeDaire,weekend3+1,layers5. Kat,texture110 m2,event20 Ağustos,6.300.000 TL,İstanbul - Esenler - 15 Temmuz Mh.
309,ROTA GAYRiMENKUL 15 temmuz Selçuklu evleri satılık fırsat daire,homeDaire,weekend3+1,layersDüz Giriş (Zemin),texture110 m2,event20 Ağustos,5.250.000 TL,İstanbul - Esenler - 15 Temmuz Mh.
310,ROTA gayrimenkul den selçuklı evlerinde satılık fırsat daire,homeDaire,weekend3+1,layers5. Kat,texture110 m2,event20 Ağustos,6.500.000 TL,İstanbul - Esenler - 15 Temmuz Mh.
311,ÜMRANİYE FİNANS MERKEZİNE YAKIN KAT MÜLKİYETLİ DAİRE 2+1,homeDaire,weekend2+1,layers8. Kat,texture95 m2,event21 Ağustos,5.800.000 TL,İstanbul - Ümraniye - Armağanevler Mh.
312,GEN CİTY GAYRİMENKULDEN SATILIK SIFIR 2+1,homeDaire,weekend2+1,layers3. Kat,texture95 m2,event20 Ağustos,2.750.000 TL,İstanbul - Sultanbeyli - Yavuz Selim Mh.
313,EMLAK KONUT SEMT BAHÇEKENT FIRSATTIR 176M2 3+1 4.550.000TL,homeDaire,weekend3+1,layers15. Kat,texture176 m2,event20 Ağustos,4.550.000 TL,İstanbul - Esenyurt - Orhan Gazi Mh.
314,ALTINTEPE'DE ÖZEL DEKORLU TERAS KULLANIMLI ÖN CEPHE 2+1,homeDaire,weekend2+1,layersBahçe katı,texture90 m2,event20 Ağustos,3.350.000 TL,İstanbul - Maltepe - Altıntepe Mh.
315,Ümraniye Metroya Yürüme Mesafesi Satılık 2+1,homeDaire,weekend2+1,layers3. Kat,texture85 m2,event20 Ağustos,4.500.000 TL,İstanbul - Ümraniye - Namık Kemal Mh.
316,"YENİDOĞAN MAH DE 2+1 ,BALKONLU DUBLEKS DAİRE",homeDaire,weekend2+1,layersBahçe dublex,texture130 m2,event20 Ağustos,2.285.000 TL,İstanbul - Sancaktepe - Yenidoğan Mh.
317,"AKTAŞ'TAN GENÇ YENİ BİNADA 3+1,ASANSÖRLÜ,OTOPARKLI ARAKAT DAİRE",homeDaire,weekend3+1,layers2. Kat,texture120 m2,event20 Ağustos,6.900.000 TL,İstanbul - Üsküdar - Mimar Sinan Mh.
318,ESA Gayrimenkul'den Gürpınar'da Site İçi Satılık 3+1 Daire,homeDaire,weekend3+1,layers1. Kat,texture155 m2,event20 Ağustos,5.200.000 TL,İstanbul - Beylikdüzü - Dereağzı Mh.
319,CUMHURİYETTE 3+1 MUHTEŞEM DAİRE,homeDaire,weekend3+1,layers3. Kat,texture135 m2,event20 Ağustos,3.250.000 TL,İstanbul - Küçükçekmece - Cumhuriyet Mh.
320,TUZLA AYDINLI PARK EVLERİNDE 3+1 SATILIK DAİRE,homeDaire,weekend3+1,layers6. Kat,texture160 m2,event19 Ağustos,3.450.000 TL,İstanbul - Tuzla - Aydınlı Mh.
321,DUMANKAYA ADRES'TE BAHÇEKATI 1+1 SATILIK DAİRE-Mühendis kiracılı,homeDaire,weekend1+1,layersBahçe katı,texture58 m2,event20 Ağustos,1.999.999 TL,İstanbul - Tuzla - Aydınlı Mh.
322,BEYLİKDÜZÜ BARIŞ MAH SATILIK 3/1 MASRAFSIZ DAİRE,homeDaire,weekend3+1,layers11. Kat,texture165 m2,event19 Ağustos,3.750.000 TL,İstanbul - Beylikdüzü - Barış Mh.
323,BEYLİKDÜZÜ BEYKENT ADNANKAHVECİ MAHALLESİ SATILIK 3/1 DAİRE,homeDaire,weekend3+1,layersDüz Giriş (Zemin),texture150 m2,event20 Ağustos,4.450.000 TL,İstanbul - Beylikdüzü - Adnan Kahveci Mh.
324,SİLİVRİ YENİ MAHALLEDE SAHİBİNDEN 3+1SATILIK DAİRE,homeDaire,weekend3+1,layers3. Kat,texture130 m2,event19 Ağustos,4.250.000 TL,İstanbul - Silivri - Yeni Mh.
325,ÇEKMEKÖY FIRSAT MERKEZİ KONUMDA 2+1 SATILIK DAİRE,homeDaire,weekend2+1,layers1. Kat,texture95 m2,event19 Ağustos,3.350.000 TL,İstanbul - Çekmeköy - Taşdelen Mh.
326,İSTANBUL AKSARAYIN GÖBEĞİNDE ULAŞIMA MARMARAYA YAKİN DAİRE,homeDaire,weekend2.5+1,layers1. Kat,texture90 m2,event20 Ağustos,3.000.000 TL,İstanbul - Fatih - Aksaray Mh.
327,Esenyurt balıkyolu satılık 3+1 Geniş mutfak ve daire,homeDaire,weekend3+1,layersKot 3 (-3). Kat,texture150 m2,event19 Ağustos,3.300.000 TL,İstanbul - Esenyurt - Balıkyolu Mh.
328,ZEYTİNBURNU GÖKALP MAH KENTSEL DÖNÜŞÜM PROJESİNDE YATIRIMLIK DAİ,homeDaire,weekend2+1,layers3. Kat,texture95 m2,event19 Ağustos,8.000.000 TL,İstanbul - Zeytinburnu - Gökalp Mh.
329,acill satılık 4+1üst Düblex ferihaöz hastanesi yani metroya 10 da,homeDaire,weekend4+1,layers4. Kat,texture150 m2,event19 Ağustos,4.450.000 TL,İstanbul - Sancaktepe - Sarıgazi Mh.
330,acill satılık 4+1üst Düblex ferihaöz hastanesi yani metroya 10 da,homeDaire,weekend4+1,layers4. Kat,texture150 m2,event19 Ağustos,4.450.000 TL,İstanbul - Sancaktepe - Sarıgazi Mh.
331,SAHİBİNDEN SATILIK 3+1 DAİRE,homeDaire,weekend3+1,layers3. Kat,texture113 m2,event19 Ağustos,4.600.000 TL,İstanbul - Kartal - Hürriyet Mh.
332,SULTANBEYLİ FATİH MAHALESİNDE SATILIK 3+1 TERS DÜBLES GÜZEL,homeDaire,weekend3+1,layersYüksek giriş,texture170 m2,event19 Ağustos,2.550.000 TL,İstanbul - Sultanbeyli - Fatih Mh.
333,ABDURRAHMANGAZİ MAH.DE 3+1 İSKANLI TERS DUBLEKS DAİRE,homeDaire,weekend3+1,layersYüksek giriş,texture120 m2,event19 Ağustos,3.000.000 TL,İstanbul - Sancaktepe - Abdurrahmangazi Mh.
334,MODERN MİMARİSİ VE GENİŞ TİP 2+1 ARA KAT KREDİYE UYGUN YENİ BİNA,homeDaire,weekend2+1,layers4. Kat,texture100 m2,event19 Ağustos,4.200.000 TL,İstanbul - Eyüpsultan - Yeşilpınar Mh.
335,KOZYATAĞİNDA 2+1 SIFIR BİNADA SATILIK DAİRE 50 M2 NET 2+1 METROY,homeDaire,weekend2+1,layers4. Kat,texture75 m2,event19 Ağustos,6.525.000 TL,İstanbul - Kadıköy - Kozyatağı Mh.
336,SEBA'DAN KEMALPAŞA MH 2+1 90m2 CADDE ÜZERİ SATILIK DAİRE,homeDaire,weekend2+1,layers4. Kat,texture90 m2,event19 Ağustos,2.200.000 TL,İstanbul - Küçükçekmece - Kemalpaşa Mh.
337,BOSTANCIDA 3+1 SIFIR SATILIK DAİRE MİNİBÜSE MARMARAYA YAKIN 120 M,homeDaire,weekend3+1,layers8. Kat,texture125 m2,event20 Ağustos,8.900.000 TL,İstanbul - Kadıköy - Bostancı Mh.
338,VADİ İSTANBUL'A KOMŞU AVANGART İSTANBUL'DA 2+1 YÜKSEK KAT GÜNCEL,homeDaire,weekend2+1,layers16. Kat,texture101 m2,event19 Ağustos,14.250.000 TL,İstanbul - Sarıyer - Ayazağa Mh.
339,TRABZON CADDESİ ÜZERİNDE SATILIK 2+1 ARA KAT DAİRE,homeDaire,weekend2+1,layers4. Kat,texture90 m2,event19 Ağustos,3.150.000 TL,İstanbul - Sultanbeyli - Necip Fazıl Mh.
340,FUL MANZARALI SİTE İÇİN'DE 3+1 117M2 ASANSÖRLÜ BALKONLU DAİRE,homeDaire,weekend3+1,layers7. Kat,texture117 m2,event19 Ağustos,5.400.000 TL,İstanbul - Kağıthane - Merkez Mh.
341,HAFTANIN DAİRESİ ŞİŞLİ HALİDE EDİP'TE 2+1 100M2 ÇİFT BALKONLU,homeDaire,weekend2+1,layers1. Kat,texture100 m2,event19 Ağustos,3.250.000 TL,İstanbul - Şişli - Halide Edip Adıvar Mh.
342,NESRİN EMLAK'TAN KADIKÖY EVİM RESİDENCE'DA 1+1 BOŞ HEMEN TESLİM,homeDaire,weekend1+1,layers1. Kat,texture60 m2,event19 Ağustos,4.300.000 TL,İstanbul - Kadıköy - Fikirtepe Mh.
343,dgs emlaktan Satılık daire kiptas konutlarinda,homeDaire,weekend2+1,layers3. Kat,texture90 m2,event21 Ağustos,5.750.000 TL,İstanbul - Güngören - Gençosman Mh.
344,PENDİK GÜLLÜBAĞLAR MARMARA HASTANE YAKIN SATILIK 3+1  ASANSÖR OT,homeDaire,weekend3+1,layersYüksek giriş,texture110 m2,event20 Ağustos,2.700.000 TL,İstanbul - Pendik - Güllü Bağlar Mh.
345,HADIMKÖY SİTELERİN TAM ORTASINDA HAPPY MARKET ÜSTÜ DUBLEKS DAİRE,homeDaire,weekend3+2,layers3. Kat,texture200 m2,event20 Ağustos,9.100.000 TL,İstanbul - Arnavutköy - Hadımköy Mh.
346,ADİL MAH'DE NET 120 M²  3+1 BÜYÜK VE HARİKA LOKASYONDA OLAN DAİRE,homeDaire,weekend3+1,layers2. Kat,texture140 m2,event19 Ağustos,3.800.000 TL,İstanbul - Sultanbeyli - Adil Mh.
347,KUMBURGAZ'DA DENİZE SIFIR 2+1 DENİZ MANZARALI DAİRE,homeDaire,weekend2+1,layersKot 2 (-2). Kat,texture80 m2,event19 Ağustos,2.450.000 TL,İstanbul - Büyükçekmece - Kumburgaz Mh.
348,Mertcan dan Orta Mah Atatürk Caddesine Çok Yakın 2+1 İskanlı,homeDaire,weekend2+1,layersYüksek giriş,texture90 m2,event19 Ağustos,3.360.000 TL,İstanbul - Kartal - Orta Mh.
349,BEYLİKDÜZÜ YAKUPLU KAYMAKAMLIK YAKINI..2+1..75 M2 ARAKAT SIFIR,homeDaire,weekend2+1,layers3. Kat,texture100 m2,event19 Ağustos,2.600.000 TL,İstanbul - Beylikdüzü - Yakuplu Mh.
350,BEYLİKDÜZÜ YAKUPLU MERKEZ HIZIRBEY SITESINDE 140 M2 3+1..3MILYON,homeDaire,weekend3+1,layers1. Kat,texture150 m2,event19 Ağustos,3.000.000 TL,İstanbul - Beylikdüzü - Yakuplu Mh.
351,Mertcan dan Çarşı Mah Site İçinde 3+1 Ara Katta İskanlı,homeDaire,weekend3+1,layers3. Kat,texture130 m2,event19 Ağustos,4.295.000 TL,İstanbul - Kartal - Yakacık Çarşı Mh.
352,Mertcan dan Velibaba Mah Ara Katta 2+1 Balkonlı Sıfır Satılık,homeDaire,weekend2+1,layers3. Kat,texture95 m2,event19 Ağustos,3.375.000 TL,İstanbul - Pendik - Velibaba Mh.
353,ERARSLANDAN CADDE ÜZERİNDE 2+1DAİRE 85M2 KAT5 KOMBİLİ BOŞ DAİRE,homeDaire,weekend2+1,layers5. Kat,texture85 m2,event19 Ağustos,1.850.000 TL,İstanbul - Bahçelievler - Zafer Mh.
354,"Başokur'dan Bahçelievler Siyavuşpaşa,da Genç Binada 3+1 Daire",homeDaire,weekend3+1,layers1. Kat,texture128 m2,event19 Ağustos,5.500.000 TL,İstanbul - Bahçelievler - Siyavuşpaşa Mh.
355,GoldHouse dan Satılık Bahçelievler de 2+1 Lüks Daire,homeDaire,weekend2+1,layersYüksek giriş,texture80 m2,event20 Ağustos,1.570.000 TL,İstanbul - Bahçelievler - Soğanlı Mh.
356,VADİŞEHİR SİTESİ 157 M2 SATILIK 3+1 DAİRE,homeDaire,weekend3+1,layers9. Kat,texture157 m2,event19 Ağustos,9.750.000 TL,İstanbul - Başakşehir - Başakşehir Mh.
357,ARNAVUTKÖY BOLLUCA MERKEZ'de 3+2 SATILIK DUBLEKS,homeDaire,weekend3+2,layers4. Kat,texture150 m2,event19 Ağustos,3.700.000 TL,İstanbul - Arnavutköy - Bolluca Mh.
358,"KAĞITHANE ÇELİKTEPE'DE KOMBİLİ FERAH SATILIK DAİRE 3+1,115M2.",homeDaire,weekend3+1,layers2. Kat,texture115 m2,event19 Ağustos,4.000.000 TL,İstanbul - Kağıthane - Çeliktepe Mh.
359,Fatih Merkezi Konumda 160 M2 SATILIK Daire,homeDaire,weekend3+1,layers6. Kat,texture160 m2,event19 Ağustos,4.200.000 TL,İstanbul - Fatih - Atikali Mh.
360,BAHÇEŞEHİR GÖLET'TE SATILIK 3+1 EMSALSİZ BÜYÜK MT2 DAİRE,homeDaire,weekend3+1,layers4. Kat,texture210 m2,event19 Ağustos,11.500.000 TL,İstanbul - Başakşehir - Bahçeşehir 2. Kısım Mh.
361,Halkalı Merkez Mh Satılık 2+1 2.Kat 2+1 İskanlı Daire,homeDaire,weekend2+1,layers2. Kat,texture95 m2,event20 Ağustos,3.200.000 TL,İstanbul - Küçükçekmece - Halkalı Merkez Mh.
362,Halkalı Merkez Mh. İskanlı 2+1 Ara kat Satılık Daire,homeDaire,weekend2+1,layers2. Kat,texture105 m2,event20 Ağustos,3.400.000 TL,İstanbul - Küçükçekmece - Halkalı Merkez Mh.
363,Halkalı Merkez mh. Satılık 2+1 Yüksek giriş İskanlı Daire,homeDaire,weekend2+1,layersYüksek giriş,texture85 m2,event20 Ağustos,2.600.000 TL,İstanbul - Küçükçekmece - Halkalı Merkez Mh.
364,ACİL SATILIK - YENİBOSNA 3+1 KREDİYE UYGUN GÜNEY CEPHE DAİRE,homeDaire,weekend3+1,layers3. Kat,texture135 m2,event19 Ağustos,3.700.000 TL,İstanbul - Bahçelievler - Yenibosna Merkez Mh.
365,Mertcan'dan Aydos Cad.1dk Mesafeli Balkonlu 2+1 Ara Kat Daire,homeDaire,weekend2+1,layers2. Kat,texture95 m2,event19 Ağustos,3.250.000 TL,İstanbul - Pendik - Velibaba Mh.
366,Mertcan'dan Kurtköy Mah. Caddeye 5dk Yürüme Mesafeli 3+1 Balkonl,homeDaire,weekend3+1,layers4. Kat,texture115 m2,event19 Ağustos,2.585.000 TL,İstanbul - Pendik - Kurtköy Mh.
